reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
deff8fb5-a7f9-4a77-a752-72aa71a5301d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5,0,1.3.2,2025-07-01 08:28:43,,,1.3.2
34ee4f1b-1b99-4d17-a118-6d677a5f4939,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Gangguan apa BNI? Transaksi gagal mulu,2,0,1.2.0,2025-01-25 17:07:12,"Hai Kak Braderaug Jono, maaf atas kendalanya. Saat ini wondr terpantau normal. Supaya berjalan lancar, mohon gunakan jaringan internet yg stabil dengan paket data dari No. HP terdaftar, hindari menggunakan Wifi ya. Apabila masih mengalami kendala yg sama, silakan clear history/clear cache aplikasi wondr. Semoga berhasil Kak. Tks. -CX Ilona-",2025-01-25 23:05:29,1.2.0
05331713-e5d6-4fd4-a191-8c9da2144b6f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Beli Tiken listrik cepat banget,5,0,1.0.1,2024-08-01 00:05:53,"Hai Kak Hendri Hendri, terima kasih ya untuk review dan rating positif yang Kakak kasih. Semoga Kakak semakin menikmati kemudahan dan kenyamanan pakai Wondr by BNI ya. Tks. -CX Donita-",2024-08-01 00:09:29,1.0.1
bacbae41-3af5-4cac-9d8e-b2dd9b819aea,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tampilan bagus dan lebih cepat,5,0,1.0.2,2024-09-06 02:37:32,"Halo Kak Heru Saputra, terima kasih buat rating positifnya. Semoga Kakak semakin menikmati kemudahan bertransaksi dengan menggunakan wondr by BNI ya. Tks. -CX Ilona-",2024-09-06 05:54:10,1.0.2
079efb4a-b9bf-4a64-aa06-ea511ceeceff,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bank BNI brovo,4,0,1.3.1,2025-04-01 01:18:30,"Hai Kak Khaerudin Khaerudin, makasih ya udah pakai wondr by BNI. Jika tidak ada kendala, mohon kesediaannya memberikan rating bintang 5 ya Kak. Kami terus berkomitmen memberikan kualitas layanan terbaik. Semoga wondr by BNI bisa selalu jadi teman yang gak henti jadiin segala maumu. Tks. -CX Adel-",2025-04-01 05:45:46,1.3.1
db62424b-f683-4717-bb42-ec8246e4425c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi Wondr by BNI Keren dan bagus, tampilan lucu banget dan warna²nya super fun. Bayar QRIS di Wondr cepet banget cuma 3 step selesai. Terima Kasih BNI 46",5,0,1.0.2,2024-09-03 23:42:18,,,1.0.2
82b10210-a003-4698-975f-4c1b1131f32b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat membantu tolong biaya administrasi digratiskan,5,0,1.4.3,2025-09-22 00:50:29,,,1.4.3
388d647d-6e10-4b87-b2e6-5011e0125c0d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Wondr sangat bagus,5,0,1.4.2,2025-07-22 17:43:19,,,1.4.2
159ff394-5092-487d-a34b-b7c6f8a473da,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kenapa aplikasi nya keluar masuk terus. aplikasi ga jelas,1,0,1.2.0,2025-02-02 03:26:00,"Halo Kak Ninda Sianturi, kami turut menyesal atas kendala yang dialami ya. Supaya dapat berjalan dengan lancar, silahkan hapus cache pada aplikasi terlebih dahulu dan untuk pengaturan izin aplikasi wondr by BNI, semua sudah diijinkan (SMS, Kamera, Lokasi, dan Penyimpanan). Silakan coba kembali dan semoga berhasil ya Kak. Tks. -CX Ilona-",2025-02-02 04:06:55,1.2.0
e2332e29-0c47-49c3-a98e-38ff351c7be0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kereeeeeen,5,0,1.4.3,2025-09-16 17:26:53,,,1.4.3
0b978fb6-6791-4d86-8b1e-5820b581216d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sial Rskening Gww Di Bekukan aning , enak2 Qris eh malah suruh masukin no telpon veefikasi wajah, ktp dll itu pun gagal 12 x🗿, layanan yang nggak bisa si percaya untung isi nya vuman juta coba 1 m wkwk enak BRI",1,0,1.4.1,2025-07-16 23:02:46,"Hai Kak Bagus Cogan, maaf ya jika mengalami kendala. Supaya bisa diberikan solusi yang tepat dan tidak salah dalam menginformasikan, boleh dijelaskan detail kendalanya seperti apa Kak dan rekening dibekukan seperti apa yang dimaksud? Tks. -CX Trias-",2025-07-17 01:15:26,1.4.1
05fada3e-5181-4599-889f-c1c34299c2fe,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Keren banget.. wondr by bni. 😍,5,1,1.0.1,2024-07-05 13:12:58,,,1.0.1
298c9131-04ea-4630-bd28-27727f7bae30,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Terima kasih BNi the best deh pokoknya,5,0,1.3.2,2025-06-19 08:26:03,,,1.3.2
f917ac8e-541e-485f-837a-6484d86ee367,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,keren,5,0,1.3.1,2025-03-22 04:43:55,,,1.3.1
69fd7d6e-fd97-4190-88eb-fd7bdba114a4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"UANG SAYA TOLONG KEMBALIKAN. PEMBAYARAN SAYA STATUS NYA PENGELUARAN MELALUI QRIS, TAPI DI QRIS NYA TIDAK BERHASIL MALAH UANG SAYA TIDAK KEMBALI!!!",1,0,1.2.0,2025-01-20 10:50:23,"Halo Kak Maulana Septian, mohon maaf atas kendala yang dialami. Untuk kendala transaksi QRIS yang dialami, jika transaksi berhasil terpotong saldo namun tidak masuk ke tujuan, bisa melakukan pelaporan melalui Layanan WA BNI 0811-588-1946, BNI Call 1500046, atau email ke bnicall@bni.co.id ya. Kami akan segera membantu Kakak. Tks. -CX Donita-
",2025-01-20 11:18:23,1.2.0
1d5c1af4-6b86-4247-9515-c92a4617ad1c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5,0,1.3.1,2025-03-26 13:24:34,,,1.3.1
dc99daa6-892a-4230-b3e9-dd8464fa0381,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Membatu dalam bertransaksi M Banking Tpi saya pengajuan Kartu Kredit susah dalam verifikasi wajah,4,0,1.3.2,2025-06-20 08:54:57,"Hai Kak Fany, maaf ya jika mengalami kendala. Kalau ada kendala buat ajuin Kartu Kredit BNI via wondr, Kakak bisa ajuin via e-Form di link applycreditcard.bni.co.id/cxsales selain itu bisa juga melalui BNI Mobile Banking (Menu My Credit Card). Terkait verifikasi pastikan posisi foto tidak keluar frame dan cahaya tidak backlight. Tks. -CX Ilona-",2025-06-20 13:04:03,1.3.2
aed98ad7-9260-4d26-a4f4-c7edc35cdd25,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,5,0,1.4.1,2025-07-19 06:18:24,,,1.4.1
7d464024-f946-444c-b5a2-28bbaaf75ece,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sangat baik,5,0,1.4.2,2025-08-02 22:26:30,,,1.4.2
b6b7e32e-f9cc-460e-a7a8-48a69ac2f5a1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,pokok nya mantap,5,0,1.3.0,2025-03-10 15:20:59,,,1.3.0
77d99342-7fce-442c-9a37-8a37acd52ee0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat memuaskan,5,0,1.4.1,2025-07-09 23:58:32,,,1.4.1
52fef544-bea2-4dcb-a8d4-a0f31fa81b45,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sejauh ini untuk aplikasi dengan tampilannya yg tidak membosankan, respons untuk trx QR lebih cepat, shortcut untuk trx kartu ada, untuk menu2 yang lain memang masih dalam proses Layak ditunggu kelengkapan aplikasi Wondr ini",5,2,1.0.2,2024-09-03 04:40:21,,,1.0.2
a4e46237-833a-4faf-a52b-473178649782,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat membantu,5,0,1.3.2,2025-06-07 03:49:54,,,1.3.2
2f9d64ae-1af9-45fc-86f5-8c5d1f7372b4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat bagus,5,0,1.4.1,2025-07-21 21:48:31,,,1.4.1
8ad811d3-1418-4882-9d97-d975c839acef,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Batas nominal top Up kecil banget, dan bahaya kalo sering buka lewat wifi bisa diretas data",2,0,1.3.1,2025-04-10 07:00:42,"Hai Kak Gayeng Forever, maaf atas ketidaknyamanannya. Saran Kakak jadi masukan berharga BNI dalam melakukan pengembangan ke depannya. Saat ini masih dalam tahap pengembangan ya Kak. Pastikan akses wondr menggunakan jaringan data dari nomor handphone yang terdaftar di BNI, tidak menggunakan WiFi. Tks -CX Oneal-",2025-04-10 07:35:52,1.3.1
2213afb4-eb88-4612-9f34-1dce0f393a94,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sudah hari ke 3. Pada verifikasi wajah selalu ada gangguan terus, padahal pencahayaan dan sinyal bagus. Dulu gangguan jaringan mulu, sekarang verifikasi wajah.",5,1,1.2.0,2024-12-25 01:53:08,"Halo Kak Excel DWIHA, maaf sekali ya untuk kendalanya. Agar kami bisa bantu kendalanya, mohon kirimkan detail permasalahannya (screenshot dan kendala yang terjadi) ke email kami bnicall@bni.co.id dan kami akan segera membalasnya. Tks. -CX April-",2024-12-25 02:42:21,1.2.0
47477cfb-51bf-45f7-90e2-734f3ea210e6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,keren,5,0,1.3.0,2025-03-10 11:14:49,,,1.3.0
815bce71-2cc4-4d5b-b305-9da1c54022d7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Good,5,0,,2024-12-09 16:21:49,"Hi Mr. Muammar Abduh Ars, thank you for your positive review and rating. Hopefully you will enjoy the ease and convenience of using wondr by BNI even more. Tks. -CX Jason-",2024-12-10 06:54:25,
4965deb6-e85d-4681-bf43-a05d1153997f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Topup ewalet gak pernah beres di keterangan saldo mencukupi giliran di klick gagal terusssssss,1,1,1.2.0,2025-02-18 04:26:07,"Hai Kak Aris Iswanto, maaf sekali ya Kak untuk kendalanya. Bisa diinfokan detail respon kendala tersebut transaksi pada jam berapa Kak, agar kami bisa infokan solusinya dengan segera. Tks. -CX Adel-",2025-02-18 04:29:50,1.2.0
4d537e9b-bf1f-47e8-852c-49ab54fbb0d5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat bagus,5,0,1.4.2,2025-08-29 08:58:08,,,1.4.2
5fd84c13-37ca-4f2d-876e-8b17109b289e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bukannya memudahkan malah bikin ribet bolak balik ke kantor cabang. Seharusnya lewat nik semua data bisa diketahui.,1,0,1.0.2,2024-09-02 07:42:29,"Hai Kak Irma Oktiana, maaf sekali ya untuk kendalanya. Bisa diinfokan lebih detail kendala yang dialami seperti apa agar kami bisa infokan solusinya dengan segera. Tks. -CX Darma-",2024-09-02 11:40:22,1.0.2
0471b242-0192-4979-8a93-30a370c3f39f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kasih bintang 2 dulu ya min aplikasinya masih sering force close nih mohon bantu di maintenance lagi biar semakin baik penggunaan aplikasinya.,2,0,1.2.0,2024-12-12 14:34:44,"Hai Kak Nugroho, maaf untuk kendalanya. Pastikan jaringan internet stabil, serta tidak menggunakan Wifi dan Kakak bisa lakukan clear cache dahulu kemudian coba kembali ya Kak. Jika masih tidak bisa, Kakak bisa laporkan melalui email bnicall@bni.co.id dengan kirimkan detail respon kendalanya. Semoga segera terselesaikan Kak. Tks. -CX April-",2024-12-13 03:22:58,1.2.0
43149bf4-0fd8-4cf4-85c0-b764c7da84d1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,4,0,1.3.1,2025-04-24 13:05:32,"Hi Ms Febby Ramanda, thank you for your positive review and rating for wondr by BNI. It is our pleasure to provide you with best services. Should there is no problem encountered, it would be much appreciated if you could give wondr by BNI 5 stars rating. Tks. -CX Donita-",2025-04-24 23:06:50,1.3.1
ee93e58d-3df8-45de-ac2b-7c7de78e98e8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Makin mudah dan makin bagus dri sisi User Interface,5,0,1.0.2,2024-09-03 02:27:08,,,1.0.2
6bf9bfd8-b7a6-4cdd-8a28-ad899c8624a5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tolong admin, setiap mau masuk aplikasi harus selalu login ulang dan harus masukan no hp foto ktp dan dan scan wajah terus. Kenapa aktifitas login pertama tidak tersimpan?. Kalo lagi diluar dan tidak bawa KTP dan ada perlu membayar via mbanking nanti bgmna? Aplikasi itu untuk mempermudah bukan makin mempersulit Tolong diperbaiki lagi untuk pihak developer",1,1,1.0.3,2024-11-16 16:12:24,"Hai Kak Dian Kabau, maaf atas kendalanya. Sebagai info, apabila pada saat input Password Login ada kesalahan, akan diminta buat Password baru Kak. Silakan pilih menu Lupa Password utk buat Password barunya. Buat info tambahan, untuk memudahkan Login wondr, Kakak juga bisa gunakan Biometric Login ya. Semoga infonya membantu Kak. Tks. -CX Ilona-",2024-11-17 03:12:43,1.0.3
c6fdee80-f275-4d4b-9f6a-015182b4d123,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,5,0,1.3.1,2025-03-30 05:00:32,,,1.3.1
f4039462-881d-4aaa-b8da-7a6602c3ed2c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,PELAYANANNYA SANGAT BURUK! GINI AMAT BUMN INDONESIA!!!,1,0,1.4.2,2025-09-05 13:01:05,"Halo Kak Dita Ariwanto, maaf ya udah bikin Kakak nggak nyaman. Keluhan yg Kakak sampaikan menjadi perhatian kami agar terus melakukan upaya peningkatan layanan kepada nasabah BNI. Untuk detail keluhan terkait pelayanan bisa Kakak sampaikan lewat e-mail bnicall@bni.co.id dengan info detail keluhan, nomor rekening, dan nomor HP Kakak. Tks. -CX Jason-",2025-09-05 15:05:06,1.4.2
b861e8cd-ebe5-46ff-8ab5-326b114c3ea5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tingkatkan lagi kualitas anda,4,0,1.3.0,2025-03-02 05:52:20,"Hai Kak Dian Riskinata92, makasih ya udah pakai wondr by BNI. Jika tidak ada kendala, mohon kesediaannya memberikan rating bintang 5 ya Kak. Kami terus berkomitmen memberikan kualitas layanan terbaik. Semoga wondr by BNI bisa selalu jadi teman yang gak henti jadiin segala maumu. Tks. -CX Ilona-",2025-03-02 06:01:16,1.3.0
b4987ab2-7ee4-4f63-be67-6dc786330848,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,banyak tim perbaiki perbaiki mau transaksi jdi susah terhambattttt....payahhhhhhh,1,0,1.0.2,2024-10-04 01:21:41,"Halo Kak Adi Wardhana, maaf ya atas ketidaknyamanannya. Supaya bisa diberikan solusi yang tepat, boleh informasi detail kendalanya seperti apa Kak? Tks. -CX Ilona-",2024-10-04 01:48:01,1.0.2
d5e9d108-6854-4ba7-ba2a-76f2f246c87c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Gangguan mulu. Nggak bagus. Jelek 1000 kali lebih bagus bni mobail,1,0,1.0.3,2024-11-25 04:41:47,"Hai Kak Fahmi, maaf atas kendalanya. Saat ini wondr sedang peningkatan kualitas layanan, secepatnya kendala tersebut segera terselesaikan. Silakan Kakak coba kembali secara berkala. Selain via wondr, Kakak juga bisa transaksi melalui 1. BNI Mobile Banking 2. BNI Internet Banking 3. SMS Banking 4. ATM. Semoga lancar ya Kak. Tks. -CX Oneal-",2024-11-25 10:27:19,1.0.3
89a2135b-4d37-4137-83d5-1cdac003b146,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tidak bisa ambil uang di ATM BNI menggunakan wondr, mending pakai BNI mobile aja",2,0,1.2.0,2025-01-02 04:50:21,"Hai Kak Pancoran Aing (Si Ikin), maaf atas ketidaknyamanannya. Jika yg dimaksud fitur tarik dan setor tunai tanpa Kartu, saat ini belum tersedia. Sementara tarik tunai bisa via BNI Mobile Banking. Saran Kakak jadi masukan berharga BNI dlm melakukan pengembangan ke depannya. Ditunggu untuk pengembangan selanjutnya Kak. Tks. -CX Donita-
",2025-01-02 04:57:52,1.2.0
